ID PINTURA;CÓDIGO;ARTISTA;TÍTULO;SERIE;PRECIO;DISPONIBLE;AÑO;TÉCNICA;DIMENSIONES;LOCALIZACION / UBICACIÓN;ENMARCADO;AUTENTICADO;DESCRIPCIÓN / OBSERVACIONES;FOTO
271;271;Miguel Pons Tous;Rancho de Doña Carmen Torres Nº 3 - Santa Catalina - Córdoba;;0;VERDADERO;1981;Óleo en cartón entelado;30 x 50;;FALSO;FALSO;;1
272;272;Miguel Pons Tous;Río de Calera - Córdoba;;0;VERDADERO;1974;öleo en cartón entelado;30x40;;FALSO;FALSO;;1
273;273;Miguel Pons Tous;Cabána - Córdoba;;0;VERDADERO;1972;öleo en cartón entelado;30x40;;FALSO;FALSO;;1
274;274;Miguel Pons Tous;Bailaora 2;;0;VERDADERO;1980;Óleo en cartón entelado;30x40;;FALSO;FALSO;;1
275;275;Miguel Pons Tous;San Francisco del Chañar;;0;VERDADERO;1980;Óleo en cartón entelado;30x40;;FALSO;FALSO;;1
276;276;Miguel Pons Tous;Casa de Marysol 2 - Córdoba;;0;VERDADERO;1978;Óleo en cartón entelado;30x40;;FALSO;FALSO;;1
277;277;Miguel Pons Tous;Damas Mallorquinas;;0;VERDADERO;1979;Óleo en cartón entelado;30x40;;FALSO;FALSO;;1
278;278;Miguel Pons Tous;Navegar;;0;VERDADERO;1980;Óleo en cartón entelado;30x40;;FALSO;FALSO;;1
279;279;Miguel Pons Tous;Don José Aloisi - Capilla del Monte;;0;VERDADERO;1977;Óleo en cartón entelado;30x40;;FALSO;FALSO;;1
280;280;Miguel Pons Tous;Casa de Don Ricardo - Capilla del Monte;;0;VERDADERO;1984;Óleo en chapadur;30x40;;FALSO;FALSO;;1
281;281;Miguel Pons Tous;Calera por la tarde - Córdoba;;0;VERDADERO;1978;Óleo en cartón entelado;30x40;;FALSO;FALSO;;1
282;282;Miguel Pons Tous;Córdoba desde calle Colón;;0;VERDADERO;1976;Óleo en cartón;27,5x37,5;;FALSO;FALSO;;1
283;283;Miguel Pons Tous;Villa Belgrano - Córdoba;;0;VERDADERO;1976;Óleo en cartón;27,5x37;;FALSO;FALSO;;1
284;284;Miguel Pons Tous;Entrada al Chateau Carreras - Córdoba;;0;VERDADERO;1976;Óleo en cartón;27,5x37,5;;FALSO;FALSO;;1
285;285;Miguel Pons Tous;Río Suquía - Villa Belgrano - Córdoba;;0;VERDADERO;1976;Óleo en cartón;27,5x37;;FALSO;FALSO;;1
286;286;Miguel Pons Tous;Los Pozos Verdes - Cerro - Córdoba;;0;VERDADERO;1976;Óleo en cartón;27,5x37;;FALSO;FALSO;;1
287;287;Miguel Pons Tous;La Burrera;;0;VERDADERO;1977;Óleo en cartón;27,5x37;;FALSO;FALSO;;1
288;288;Miguel Pons Tous;Hipólito - Capilla del Monte;;0;VERDADERO;1977;Óleo en cartón;27,5x37;;FALSO;FALSO;;1
289;289;Miguel Pons Tous;Marysol en el cajón del Río - Capilla del Monte;;0;VERDADERO;1978;Óleo en cartón;27,5x37;;FALSO;FALSO;;1
290;290;Miguel Pons Tous;Joven india - Capilla del Monte;;0;VERDADERO;1977;Óleo en cartón;27,5x37;;FALSO;FALSO;;1
291;291;Miguel Pons Tous;Canasta, Jarra y Flores;;0;VERDADERO;1976;Óleo en cartón;35x44;;FALSO;FALSO;;1
292;292;Miguel Pons Tous;Doña Damiana;;0;VERDADERO;1980;Óleo en cartón;35x44;;FALSO;FALSO;;1
293;293;Miguel Pons Tous;Campito - Córdoba;;0;VERDADERO;1980;Óleo en cartón entelado;27x35;;FALSO;FALSO;;1
294;294;Miguel Pons Tous;Río de Capilla del Monte;Capilla del Monte;0;VERDADERO;1977;Óleo en cartón;35x45;;FALSO;FALSO;;1
295;295;Miguel Pons Tous;Materiales de trabajo;;0;VERDADERO;1976;Óleo en cartón;28x35;;FALSO;FALSO;;1
296;296;Miguel Pons Tous;Flores;;0;VERDADERO;1977;Óleo en cartón;28x38;;FALSO;FALSO;;1
297;297;Miguel Pons Tous;Puerto de Palma de Mallorca;;0;VERDADERO;1976;Óleo en cartón;21x28;;FALSO;FALSO;;1
298;298;Miguel Pons Tous;"Rancho de ""La Pelada"" - Capilla del Monte";Capilla del Monte;0;VERDADERO;1976;Óleo en cartón;30x42;;FALSO;FALSO;;1
299;299;Miguel Pons Tous;"Rancho de ""La Pelada"" 2 - Capilla del Monte";Capilla del Monte;0;VERDADERO;1976;Óleo en cartón;27,5x32;;FALSO;FALSO;;1
300;300;Miguel Pons Tous;Rancho - Capilla del Monte;Capilla del Monte;0;VERDADERO;1976;Óleo en cartón;31,5x41;;FALSO;FALSO;;1
301;301;Miguel Pons Tous;"Rancho de ""La Pelada"" 3 - Capilla del Monte";Capilla del Monte;0;VERDADERO;1976;Óleo en cartón;34x41;;FALSO;FALSO;Algo deteriorado en el lateral superior;1
302;302;Miguel Pons Tous;Flores;;0;VERDADERO;1979;Óleo en cartón;34x45;;FALSO;FALSO;;1
303;303;Miguel Pons Tous;Rostro de dama;;0;VERDADERO;1977;Óleo en cartón;35x45;;FALSO;FALSO;La obra 304 está realizada en el reverso;1
304;304;Miguel Pons Tous;Dama Mallorquina;;0;VERDADERO;1977;Óleo en cartón;35x45;;FALSO;FALSO;La obra 303 está realizada en el reverso;1
305;305;Miguel Pons Tous;Rancho fondo Cerro Uritorco - Capilla del Monte;Capilla del Monte;0;VERDADERO;1976;Óleo en cartón;31x40;;FALSO;FALSO;;1
306;306;Miguel Pons Tous;Algarroba de Águila Blanca fondo Uritorco - Capilla del Monte;Capilla del Monte;0;VERDADERO;1976;Óleo en cartón;28x38;;FALSO;FALSO;;1
307;307;Miguel Pons Tous;Camino a la Toma - Capilla del Monte;Capilla del Monte;0;VERDADERO;1976;Óleo en cartón;28x38;;FALSO;FALSO;;1
308;308;Miguel Pons Tous;Camino a la Toma 2 - Capilla del Monte;Capilla del Monte;0;VERDADERO;1976;Óleo en cartón;28x38;;FALSO;FALSO;Algo cubierta con pintura la firma;1
309;309;Miguel Pons Tous;Río Dolores - Capilla del Monte;Capilla del Monte;0;VERDADERO;1976;Óleo en cartón;28x37;;FALSO;FALSO;;1
310;310;Miguel Pons Tous;Río Calabalumba - Capilla del Monte;Capilla del Monte;0;VERDADERO;1976;Óleo en cartón;28x37;;FALSO;FALSO;;1
311;311;Miguel Pons Tous;Cajón del Río - Capilla del Monte;Capilla del Monte;0;VERDADERO;1976;Óleo en cartón;28x38;;FALSO;FALSO;;1
312;312;Miguel Pons Tous;Palmeritas - Cerca de la Mónica - Capilla del Monte;;0;VERDADERO;1976;Óleo en cartón;27 x 37;;FALSO;FALSO;;1
313;313;Miguel Pons Tous;El Zapato - Capilla del Monte;Capilla del Monte;0;VERDADERO;1976;Óleo en Cartón;27 x 37;;FALSO;FALSO;;1
314;314;Miguel Pons Tous;El Zapato 2 - Capilla del Monte;Capilla del Monte;0;VERDADERO;1976;Óleo en Cartón;27 x 37;;FALSO;FALSO;;1
315;315;Miguel Pons Tous;Cajon del Rio - Capilla del Monte;Capilla del Monte;0;VERDADERO;1976;Óleo en Cartón;27 x 36;;FALSO;FALSO;;1
316;316;Miguel Pons Tous;Cajón y Sauces - Capilla del Monte;Capilla del Monte;0;VERDADERO;1976;Óleo en cartón;27 x 37;;FALSO;FALSO;;1
317;317;Miguel Pons Tous;El Cajón del Rio - Capilla del Monte;Capilla del Monte;0;VERDADERO;1976;Óleo en Cartón;25 x 33;;FALSO;FALSO;;1
318;318;Miguel Pons Tous;Camino a la Toma - Capilla del Monte;Capilla del Monte;0;VERDADERO;1976;Óleo en Cartón;27 x 37;;FALSO;FALSO;;1
319;319;Miguel Pons Tous;Casa del Sergio - Capilla del Monte;Capilla del Monte;0;VERDADERO;1976;Óleo en cartón;27 x 37;;FALSO;FALSO;;1
320;320;Miguel Pons Tous;Cajón - Capilla del Monte;Capilla del Monte;0;VERDADERO;1976;Óleo en cartón;27 x 37;;FALSO;FALSO;;1
321;321;Miguel Pons Tous;Algarrobo cerca de la Monica - Capilla del Monte;Capilla del Monte;0;VERDADERO;1976;Óleo en cartón;25,5 x 33,5;;FALSO;FALSO;;1
322;322;Miguel Pons Tous;Pasando el Zapato - Capilla del Monte;Capilla del Monte;0;VERDADERO;1976;Óleo en Cartón;25,5 x 33,5;;FALSO;FALSO;;1
323;323;Miguel Pons Tous;Limones;;0;VERDADERO;1997;Óleo en Cartón;27 x 39;;FALSO;FALSO;;1
324;324;Miguel Pons Tous;Río Dolores - Capilla del Monte;Capilla del Monte;0;VERDADERO;1976;Óleo en carón;25 x 33;;FALSO;FALSO;;1
325;325;Miguel Pons Tous;Balneario Aguila Blanca - Capilla del Monte;Capilla del Monte;0;VERDADERO;1976;Óleo en carón;25 x 33;;FALSO;FALSO;;1
326;326;Miguel Pons Tous;Na Foradada - Palma de Mallorca;;0;VERDADERO;1948;Óleo en Cartón;24 x 33,5;;FALSO;FALSO;Rajado en la parte de abajo;1
327;327;Miguel Pons Tous;Uritorco - Capilla del Monte;Capilla del Monte;0;VERDADERO;1976;Óleo en Cartón;27 x 36;;FALSO;FALSO;;1
328;328;Miguel Pons Tous;Costa;;;VERDADERO;0;Óleo en Chapadur;58 x 89;;FALSO;FALSO;Sin Terminar - Sin año - Sin Firma;1
329;329;Miguel Pons Tous;Mantón y florero;;0;VERDADERO;1977;Óleo en Bastidor;58 x 89;;FALSO;FALSO;;1
330;330;Miguel Pons Tous;Casa de campo;;0;VERDADERO;0;Óleo en bastidor;50 x 60;;FALSO;FALSO;sin firma - sin año;1
331;331;Miguel Pons Tous;Composición 1;;0;VERDADERO;1982;Óleo en Chapadur;50 x 70;;VERDADERO;VERDADERO;;1
332;332;Miguel Pons Tous;Palquía - La Rioja;;0;VERDADERO;2002;Óleo en Chapadur;50 70;;VERDADERO;VERDADERO;;1
333;333;Miguel Pons Tous;Ventanal;;0;VERDADERO;1981;Óleo en Chapadur;50 x 60;;VERDADERO;FALSO;;1
334;334;Miguel Pons Tous;Algarrobo Puesto del Carmen;;0;VERDADERO;1995;Acuarela;26 x 43;;VERDADERO;VERDADERO;;1
335;335;Miguel Pons Tous;Catalogos;;0;VERDADERO;1987;Óleo en cartón entelado;30,5 x 40,5;;VERDADERO;VERDADERO;;1
336;336;Miguel Pons Tous;Caminito;;0;VERDADERO;2001;Acrílico en cartón entelado;35 x 50;en el armario;VERDADERO;VERDADERO;;1
337;337;Miguel Pons Tous;Mediterraneo;;0;VERDADERO;1999;Óleo en bastidor;30 x 40;;VERDADERO;VERDADERO;;1
338;338;Miguel Pons Tous;Crisantemos;;0;VERDADERO;2000;Óleo en chapadur;20 x 30;;VERDADERO;FALSO;;1
339;339;Miguel Pons Tous;Cesta y membrillos;;0;VERDADERO;2005;Óleo en bastidor;35 x 45;en el armario;VERDADERO;VERDADERO;;1
340;340;Miguel Pons Tous;Zapallos y cobre;;0;VERDADERO;2001;Óleo en chapadur;34 x 43,5;en el armario;VERDADERO;FALSO;;1
341;341;Miguel Pons Tous;Panes y mortero;;0;VERDADERO;1982;Óleo en bastidor;30 x 40;;VERDADERO;VERDADERO;;1
342;342;Miguel Pons Tous;Desnudo;;0;VERDADERO;2001;Óleo en bastidor;30 x 40;;VERDADERO;VERDADERO;;1
343;343;Miguel Pons Tous;Mujer Mallorquina;;0;VERDADERO;0;Óleo en chapadur;50 x 70;en el armario;VERDADERO;FALSO;sin año;1
344;344;Miguel Pons Tous;Campo;;0;VERDADERO;2009;Óleo en bastidor;30 x 50;en el armario;FALSO;FALSO;;1
345;345;Miguel Pons Tous;Membrillo;;0;VERDADERO;1996;Lapiz y acualela;25 x 35;;FALSO;FALSO;;1
346;346;Miguel Pons Tous;Semillas de Jacaranda;;0;VERDADERO;1996;Lapiz y acuarela;25 x 35;;FALSO;FALSO;;1
347;347;Miguel Pons Tous;Hojas de Otoño;;0;VERDADERO;1996;Lapiz y acuarela;25 x 35;;FALSO;FALSO;;1
348;348;Miguel Pons Tous;Tulipanes;;0;FALSO;1995;Acuarela;20 x 30;;FALSO;FALSO;;1
349;349;Miguel Pons Tous;Rosas en Jarra;;0;VERDADERO;1995;Acuarela;20 x 30;;FALSO;FALSO;;1
350;350;Miguel Pons Tous;Rancho;;0;VERDADERO;1995;Acuarela;20 x 30;;FALSO;FALSO;;1
351;351;Miguel Pons Tous;Horno de Barro;;0;VERDADERO;1995;Acuarela;20 x 30;;FALSO;FALSO;;1
352;352;Miguel Pons Tous;Rancho en ruinas;;0;VERDADERO;1995;Acuarela;20 x 30;;FALSO;FALSO;;1
353;353;Miguel Pons Tous;Otro rancho;;0;VERDADERO;1995;Acuarela;20 x 30;;FALSO;FALSO;;1
354;354;Miguel Pons Tous;Practica de frutas;;0;VERDADERO;0;Tempera;20 x 30;;FALSO;FALSO;;1
355;355;Miguel Pons Tous;Rancho;;0;VERDADERO;1995;Tempera;20 x 30;;FALSO;FALSO;;1
356;356;Miguel Pons Tous;Practica de Flores;;0;VERDADERO;0;Tempera;20 x 30;;FALSO;FALSO;;1
357;357;Miguel Pons Tous;Zapallo y hoja;;0;VERDADERO;0;Posible prueba de temple (yema de huevo);20 x 30;;FALSO;FALSO;;1
358;358;Miguel Pons Tous;Flor;;0;VERDADERO;0;Tempera;20 x 30;;FALSO;FALSO;;1
359;359;Miguel Pons Tous;Cardos en el Campo;;0;VERDADERO;1996;Tempera;21 x 32;;FALSO;FALSO;;1
360;360;Miguel Pons Tous;Ranchos de Capilla del Monte;;0;VERDADERO;1995;Tempera;13 x 24;;FALSO;FALSO;;1
361;361;Miguel Pons Tous;Rancho de Pedro;;0;VERDADERO;1987;Tempera;18 x 27;;FALSO;FALSO;;1
362;362;Miguel Pons Tous;Lago;;0;VERDADERO;1996;Tempera;21 x 32;;FALSO;FALSO;;1
363;363;Miguel Pons Tous;Pescado y mortero;;0;VERDADERO;1996;Tempera;24 x 33,5;;FALSO;FALSO;;1
364;364;Miguel Pons Tous;Hortensias;;0;VERDADERO;1999;Tempera;;;VERDADERO;VERDADERO;;1
365;365;Miguel Pons Tous;;;0;FALSO;0;;;;FALSO;FALSO;;1
366;366;Miguel Pons Tous;;;0;FALSO;0;;;;FALSO;FALSO;;1
367;367;Miguel Pons Tous;Autorretrato;;0;FALSO;0;;;;FALSO;FALSO;;1
368;368;Miguel Pons Tous;Esperando a Federico;;0;VERDADERO;1999;Óleo y acrílico en bastidor;90 x 70;;VERDADERO;VERDADERO;;1
369;369;Miguel Pons Tous;Naturaleza Muerta, bien muerta;;;VERDADERO;1982;Óleo en chapadur;90 x 90;;VERDADERO;FALSO;Valuado en 50000000 de pesos cuando se expuso en el museo de arte Emilio Carafa, primer salón de pintura, fundacion pro arte córdoba.;1
370;370;Miguel Pons Tous;Naturaleza muerta, no tan muerta;;0;VERDADERO;1982;Óleo en chapadur;90 x 90;;VERDADERO;FALSO;Igual que el anterior - Marco mala calidad;1
371;371;Miguel Pons Tous;Rancho del norte de Córdoba;;0;VERDADERO;1984;Óleo en bastidor;40 x 80;en el armario;VERDADERO;VERDADERO;;1
372;372;Miguel Pons Tous;Caquis, peras y uvas;;0;VERDADERO;2010;Óleo en chapadur;40 x 50;en el armario;FALSO;FALSO;;1
373;373;Miguel Pons Tous;Pomelos y Jarra de peltre;;0;VERDADERO;1997;Óleo en cartón entelado;35 x 45;en el armario;VERDADERO;VERDADERO;;1
374;374;Miguel Pons Tous;Jarron con flores naif;;0;VERDADERO;2003;Óleo en carton entelado;24 x 30;;VERDADERO;FALSO;;1
375;375;Miguel Pons Tous;Montaña rocosa;;0;VERDADERO;1989;Óleo en cartón entelado;24 x 30;;VERDADERO;FALSO;;1
376;376;Miguel Pons Tous;Papayas y zapallito;;0;VERDADERO;1988;Óleo en bastidor;30 x 30;;VERDADERO;VERDADERO;;1
377;377;Miguel Pons Tous;Tronco caído;;0;VERDADERO;1999;Óleo en bastidor;30 x 50;;VERDADERO;VERDADERO;;1
378;378;Miguel Pons Tous;Ventana al campanario;;0;VERDADERO;1989;Óleo en carón entelado;27 x 35;;VERDADERO;FALSO;;1
379;379;Miguel Pons Tous;Perdices y mortero;;0;VERDADERO;1981;Óleo en chapadur;35 x 45;;VERDADERO;VERDADERO;;1
380;380;Miguel Pons Tous;Rancho de Gustavo;;0;VERDADERO;1986;Óleo en cartón entelado;18 x 24;;FALSO;FALSO;;1
381;381;Miguel Pons Tous;Tronco caido en otoño;;0;VERDADERO;0;Óleo en cartón entelado;24 x 30;;FALSO;FALSO;Sin firma - sin año;1
382;382;Miguel Pons Tous;Santa Catalina - Córdoba;;0;VERDADERO;1981;Óleo en cartón entelado;27 x 35;;FALSO;FALSO;;1
383;383;Miguel Pons Tous;Dama Mallorquina en el campo;;0;VERDADERO;1998;Óleo en bastidor;35 x 45;;VERDADERO;FALSO;;1
384;384;Miguel Pons Tous;Transparecia;;0;VERDADERO;1990;Óleo en cartón entelado;35 x 50;en el armario;VERDADERO;FALSO;;1
385;385;Miguel Pons Tous;Reina Margarita en jarrita de cobre;;0;VERDADERO;1974;Óleo en cartón entelado;24 x 30;;VERDADERO;FALSO;;1
386;386;Miguel Pons Tous;Flores en jarra;;0;VERDADERO;2010;Óleo en cartón entelado;24 x 30;;FALSO;FALSO;;1
387;387;Miguel Pons Tous;Reina Margarita en florero azul;;0;VERDADERO;2001;Óleo en bastidor;25 x 45;;VERDADERO;FALSO;;1
388;388;Miguel Pons Tous;Membrillos y tela;;0;VERDADERO;1994;Óleo en bastidor;40 x 50;;VERDADERO;FALSO;;1
389;389;Miguel Pons Tous;Maderas y Metal;;0;VERDADERO;1985;Óleo en bastidor;80 x 120;;VERDADERO;VERDADERO;;1
390;390;Miguel Pons Tous;Rancho de Tuclame;;0;VERDADERO;1986;Óleo en chapadur;30 x 70;;VERDADERO;FALSO;;1
391;391;Miguel Pons Tous;Bahia de Palma de Mallorca desde Ciudad Jardín;;0;VERDADERO;1948;Óleo en cartón entelado;27 x 35;;VERDADERO;FALSO;;1
392;392;Miguel Pons Tous;Retrato de Don Tomas;;0;VERDADERO;1954;Óleo en bastidor;60 x 70;;VERDADERO;FALSO;;1
393;393;Miguel Pons Tous;Recuerdos;;0;VERDADERO;2000;Óleo en bastidor;30 x 24;;VERDADERO;VERDADERO;;1
394;394;Miguel Pons Tous;Corona de Cristo;;0;VERDADERO;1995;Óleo en bastidor;30 x 40;;VERDADERO;FALSO;;1
395;395;Miguel Pons Tous;Flores, metal y tela;;0;VERDADERO;2008;Óleo en bastidor;80 x 100;;VERDADERO;FALSO;;1
396;396;Miguel Pons Tous;Corral - Dumesnil;;0;VERDADERO;1990;Óleo en cartón entelado;20 x 40;;VERDADERO;VERDADERO;;1
397;397;Miguel Pons Tous;Camino;;0;VERDADERO;1990;Óleo en cartón entelado;20 x 40;;VERDADERO;VERDADERO;;1
398;398;Miguel Pons Tous;Playa de Malvin - Montevideo;;0;VERDADERO;1990;Óleo en bastidor;20 x 40;;VERDADERO;FALSO;;1
399;399;Miguel Pons Tous;Rocosas en Malvin - Montevideo;;0;VERDADERO;1989;Óleo en bastidor;20 x 40;;VERDADERO;FALSO;;1
400;400;Miguel Pons Tous;Retrato de revista;;0;FALSO;1981;Óleo en carton entelado;18 x 24;;VERDADERO;FALSO;;1
401;401;Miguel Pons Tous;Rancho en el campo;;0;VERDADERO;1981;Óleo en chapadur;30 x 50;;VERDADERO;FALSO;;1
402;402;Miguel Pons Tous;El tiempo pasa y Mallorca no llega;;0;VERDADERO;1990;Óleo en Bastidor;50 x 70;;VERDADERO;FALSO;;1
403;403;Miguel Pons Tous;Mujeres - Copia de Romero de Torres;;0;VERDADERO;1959;Óleo en cartón;7,5 x 11;;VERDADERO;FALSO;;1
404;404;Miguel Pons Tous;Ajo;;0;VERDADERO;1983;Óleo en chapadur;13 x 18;;VERDADERO;FALSO;;1
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
